id,accident_risk
517932,0.354
517933,0.324
517934,0.69
517935,0.214
517936,0.708
517937,0.302
517938,0.482
517939,0.466
517940,0.396
517941,0.474
517942,0.286
517943,0.3
517944,0.048
517945,0.276
517946,0.104
517947,0.478
517948,0.596
517949,0.332
517950,0.128
517951,0.362
517952,0.366
517953,0.358
517954,0.344
517955,0.436
517956,0.194
517957,0.316
517958,0.616
517959,0.166
517960,0.142
517961,0.704
517962,0.284
517963,0.172
517964,0.538
517965,0.358
517966,0.048
517967,0.192
517968,0.738
517969,0.626
517970,0.33
517971,0.268
517972,0.346
517973,0.308
517974,0.412
517975,0.45
517976,0.296
517977,0.114
517978,0.222
517979,0.364
517980,0.286
517981,0.172
517982,0.356
517983,0.292
517984,0.146
517985,0.188
517986,0.142
517987,0.272
517988,0.198
517989,0.664
517990,0.262
517991,0.264
517992,0.288
517993,0.612
517994,0.042
517995,0.562
517996,0.456
517997,0.502
517998,0.32
517999,0.316
518000,0.496
518001,0.338
518002,0.392
518003,0.502
518004,0.498
518005,0.302
518006,0.348
518007,0.432
518008,0.168
518009,0.462
518010,0.686
518011,0.498
518012,0.192
518013,0.41
518014,0.348
518015,0.036
518016,0.246
518017,0.34
518018,0.45
518019,0.374
518020,0.672
518021,0.11
518022,0.376
518023,0.382
518024,0.182
518025,0.15
518026,0.212
518027,0.532
518028,0.338
518029,0.29
518030,0.734
518031,0.71
518032,0.192
518033,0.286
518034,0.296
518035,0.28
518036,0.52
518037,0.124
518038,0.162
518039,0.274
518040,0.466
518041,0.394
518042,0.264
518043,0.344
518044,0.418
518045,0.336
518046,0.124
518047,0.402
518048,0.35
518049,0.216
518050,0.482
518051,0.168
518052,0.328
518053,0.316
518054,0.242
518055,0.23
518056,0.39
518057,0.156
518058,0.294
518059,0.258
518060,0.338
518061,0.42
518062,0.638
518063,0.438
518064,0.156
518065,0.31
518066,0.204
518067,0.304
518068,0.64
518069,0.196
518070,0.484
518071,0.146
518072,0.498
518073,0.374
518074,0.338
518075,0.564
518076,0.188
518077,0.258
518078,0.254
518079,0.536
518080,0.356
518081,0.652
518082,0.288
518083,0.272
518084,0.366
518085,0.208
518086,0.272
518087,0.28
518088,0.424
518089,0.426
518090,0.508
518091,0.308
518092,0.29
518093,0.19
518094,0.442
518095,0.144
518096,0.342
518097,0.328
518098,0.53
518099,0.424
518100,0.256
518101,0.308
518102,0.262
518103,0.234
518104,0.38
518105,0.296
518106,0.46
518107,0.598
518108,0.58
518109,0.386
518110,0.216
518111,0.176
518112,0.322
518113,0.188
518114,0.496
518115,0.254
518116,0.444
518117,0.514
518118,0.412
518119,0.436
518120,0.062
518121,0.488
518122,0.346
518123,0.486
518124,0.55
518125,0.142
518126,0.22
518127,0.114
518128,0.148
518129,0.304
518130,0.306
518131,0.3
518132,0.208
518133,0.346
518134,0.376
518135,0.19
518136,0.47
518137,0.254
518138,0.206
518139,0.58
518140,0.336
518141,0.654
518142,0.202
518143,0.186
518144,0.348
518145,0.498
518146,0.294
518147,0.308
518148,0.348
518149,0.548
518150,0.292
518151,0.372
518152,0.114
518153,0.318
518154,0.17
518155,0.274
518156,0.21
518157,0.33
518158,0.446
518159,0.158
518160,0.44
518161,0.53
518162,0.516
518163,0.376
518164,0.45
518165,0.084
518166,0.332
518167,0.23
518168,0.444
518169,0.322
518170,0.282
518171,0.182
518172,0.11
518173,0.438
518174,0.368
518175,0.33
518176,0.264
518177,0.284
518178,0.374
518179,0.51
518180,0.28
518181,0.426
518182,0.448
518183,0.266
518184,0.52
518185,0.458
518186,0.266
518187,0.652
518188,0.418
518189,0.47
518190,0.254
518191,0.458
518192,0.594
518193,0.362
518194,0.766
518195,0.382
518196,0.21
518197,0.18
518198,0.636
518199,0.628
518200,0.112
518201,0.314
518202,0.184
518203,0.628
518204,0.134
518205,0.192
518206,0.208
518207,0.54
518208,0.288
518209,0.342
518210,0.38
518211,0.34
518212,0.416
518213,0.488
518214,0.28
518215,0.34
518216,0.576
518217,0.108
518218,0.478
518219,0.158
518220,0.388
518221,0.274
518222,0.348
518223,0.154
518224,0.522
518225,0.586
518226,0.08
518227,0.296
518228,0.312
518229,0.196
518230,0.226
518231,0.102
518232,0.39
518233,0.34
518234,0.334
518235,0.396
518236,0.158
518237,0.342
518238,0.438
518239,0.254
518240,0.696
518241,0.508
518242,0.272
518243,0.308
518244,0.552
518245,0.434
518246,0.306
518247,0.246
518248,0.27
518249,0.248
518250,0.182
518251,0.366
518252,0.242
518253,0.158
518254,0.35
518255,0.236
518256,0.522
518257,0.2
518258,0.356
518259,0.17
518260,0.344
518261,0.434
518262,0.304
518263,0.274
518264,0.39
518265,0.338
518266,0.57
518267,0.348
518268,0.294
518269,0.374
518270,0.284
518271,0.426
518272,0.5
518273,0.294
518274,0.37
518275,0.556
518276,0.314
518277,0.356
518278,0.196
518279,0.268
518280,0.49
518281,0.334
518282,0.564
518283,0.29
518284,0.302
518285,0.26
518286,0.036
518287,0.334
518288,0.214
518289,0.452
518290,0.28
518291,0.138
518292,0.162
518293,0.144
518294,0.29
518295,0.368
518296,0.572
518297,0.29
518298,0.49
518299,0.218
518300,0.278
518301,0.194
518302,0.36
518303,0.448
518304,0.164
518305,0.428
518306,0.266
518307,0.548
518308,0.15
518309,0.376
518310,0.278
518311,0.28
518312,0.344
518313,0.214
518314,0.34
518315,0.234
518316,0.288
518317,0.352
518318,0.544
518319,0.514
518320,0.438
518321,0.324
518322,0.16
518323,0.356
518324,0.262
518325,0.556
518326,0.364
518327,0.532
518328,0.19
518329,0.576
518330,0.108
518331,0.35
518332,0.48
518333,0.248
518334,0.228
518335,0.382
518336,0.338
518337,0.17
518338,0.34
518339,0.288
518340,0.538
518341,0.468
518342,0.368
518343,0.438
518344,0.242
518345,0.344
518346,0.374
518347,0.346
518348,0.324
518349,0.3
518350,0.394
518351,0.468
518352,0.44
518353,0.404
518354,0.332
518355,0.65
518356,0.616
518357,0.302
518358,0.168
518359,0.27
518360,0.568
518361,0.422
518362,0.26
518363,0.334
518364,0.444
518365,0.304
518366,0.472
518367,0.484
518368,0.526
518369,0.522
518370,0.262
518371,0.32
518372,0.658
518373,0.192
518374,0.312
518375,0.53
518376,0.238
518377,0.286
518378,0.198
518379,0.38
518380,0.432
518381,0.198
518382,0.58
518383,0.594
518384,0.218
518385,0.402
518386,0.284
518387,0.076
518388,0.334
518389,0.364
518390,0.494
518391,0.312
518392,0.334
518393,0.2
518394,0.082
518395,0.638
518396,0.51
518397,0.36
518398,0.204
518399,0.216
518400,0.324
518401,0.146
518402,0.42
518403,0.364
518404,0.34
518405,0.452
518406,0.41
518407,0.308
518408,0.152
518409,0.346
518410,0.38
518411,0.654
518412,0.324
518413,0.14
518414,0.488
518415,0.184
518416,0.226
518417,0.746
518418,0.332
518419,0.328
518420,0.248
518421,0.234
518422,0.312
518423,0.37
518424,0.086
518425,0.286
518426,0.304
518427,0.5
518428,0.164
518429,0.288
518430,0.31
518431,0.274
518432,0.606
518433,0.296
518434,0.258
518435,0.37
518436,0.592
518437,0.314
518438,0.5
518439,0.2
518440,0.242
518441,0.304
518442,0.428
518443,0.318
518444,0.702
518445,0.184
518446,0.366
518447,0.52
518448,0.27
518449,0.402
518450,0.168
518451,0.43
518452,0.638
518453,0.524
518454,0.426
518455,0.606
518456,0.318
518457,0.58
518458,0.512
518459,0.07
518460,0.63
518461,0.156
518462,0.182
518463,0.386
518464,0.626
518465,0.286
518466,0.34
518467,0.354
518468,0.712
518469,0.314
518470,0.234
518471,0.338
518472,0.314
518473,0.146
518474,0.348
518475,0.1
518476,0.278
518477,0.416
518478,0.41
518479,0.196
518480,0.418
518481,0.488
518482,0.322
518483,0.506
518484,0.298
518485,0.196
518486,0.422
518487,0.532
518488,0.16
518489,0.212
518490,0.222
518491,0.51
518492,0.28
518493,0.298
518494,0.104
518495,0.218
518496,0.25
518497,0.39
518498,0.242
518499,0.08
518500,0.276
518501,0.576
518502,0.106
518503,0.43
518504,0.478
518505,0.148
518506,0.406
518507,0.578
518508,0.302
518509,0.246
518510,0.12
518511,0.546
518512,0.126
518513,0.346
518514,0.314
518515,0.234
518516,0.13
518517,0.35
518518,0.356
518519,0.168
518520,0.576
518521,0.234
518522,0.14
518523,0.54
518524,0.234
518525,0.284
518526,0.396
518527,0.368
518528,0.55
518529,0.252
518530,0.362
518531,0.164
518532,0.264
518533,0.254
518534,0.552
518535,0.292
518536,0.428
518537,0.334
518538,0.462
518539,0.622
518540,0.456
518541,0.49
518542,0.074
518543,0.248
518544,0.062
518545,0.3
518546,0.346
518547,0.126
518548,0.384
518549,0.27
518550,0.112
518551,0.286
518552,0.504
518553,0.498
518554,0.454
518555,0.674
518556,0.338
518557,0.282
518558,0.388
518559,0.214
518560,0.268
518561,0.126
518562,0.252
518563,0.568
518564,0.33
518565,0.288
518566,0.448
518567,0.268
518568,0.238
518569,0.638
518570,0.382
518571,0.154
518572,0.406
518573,0.316
518574,0.692
518575,0.306
518576,0.37
518577,0.35
518578,0.316
518579,0.338
518580,0.35
518581,0.328
518582,0.09
518583,0.244
518584,0.21
518585,0.228
518586,0.684
518587,0.248
518588,0.64
518589,0.278
518590,0.714
518591,0.674
518592,0.564
518593,0.41
518594,0.57
518595,0.406
518596,0.378
518597,0.222
518598,0.55
518599,0.156
518600,0.548
518601,0.318
518602,0.388
518603,0.428
518604,0.142
518605,0.43
518606,0.31
518607,0.484
518608,0.248
518609,0.15
518610,0.334
518611,0.308
518612,0.562
518613,0.084
518614,0.186
518615,0.288
518616,0.678
518617,0.224
518618,0.18
518619,0.324
518620,0.048
518621,0.434
518622,0.282
518623,0.322
518624,0.3
518625,0.166
518626,0.316
518627,0.134
518628,0.326
518629,0.34
518630,0.694
518631,0.116
518632,0.304
518633,0.174
518634,0.718
518635,0.08
518636,0.246
518637,0.29
518638,0.12
518639,0.522
518640,0.522
518641,0.106
518642,0.106
518643,0.308
518644,0.622
518645,0.25
518646,0.162
518647,0.112
518648,0.218
518649,0.484
518650,0.434
518651,0.296
518652,0.25
518653,0.194
518654,0.44
518655,0.374
518656,0.444
518657,0.162
518658,0.182
518659,0.734
518660,0.338
518661,0.236
518662,0.156
518663,0.35
518664,0.348
518665,0.392
518666,0.168
518667,0.654
518668,0.37
518669,0.378
518670,0.426
518671,0.576
518672,0.616
518673,0.382
518674,0.094
518675,0.31
518676,0.288
518677,0.14
518678,0.202
518679,0.32
518680,0.334
518681,0.492
518682,0.234
518683,0.358
518684,0.59
518685,0.354
518686,0.246
518687,0.502
518688,0.052
518689,0.23
518690,0.244
518691,0.44
518692,0.246
518693,0.474
518694,0.192
518695,0.202
518696,0.158
518697,0.296
518698,0.24
518699,0.504
518700,0.276
518701,0.394
518702,0.354
518703,0.204
518704,0.318
518705,0.582
518706,0.42
518707,0.384
518708,0.238
518709,0.12
518710,0.492
518711,0.352
518712,0.134
518713,0.192
518714,0.25
518715,0.616
518716,0.32
518717,0.052
518718,0.172
518719,0.344
518720,0.304
518721,0.608
518722,0.346
518723,0.266
518724,0.43
518725,0.128
518726,0.326
518727,0.22
518728,0.364
518729,0.374
518730,0.348
518731,0.562
518732,0.528
518733,0.044
518734,0.568
518735,0.512
518736,0.168
518737,0.62
518738,0.238
518739,0.4
518740,0.644
518741,0.604
518742,0.192
518743,0.362
518744,0.22
518745,0.498
518746,0.444
518747,0.214
518748,0.402
518749,0.292
518750,0.216
518751,0.224
518752,0.152
518753,0.448
518754,0.686
518755,0.168
518756,0.348
518757,0.22
518758,0.436
518759,0.284
518760,0.142
518761,0.34
518762,0.4
518763,0.09
518764,0.238
518765,0.288
518766,0.464
518767,0.334
518768,0.224
518769,0.326
518770,0.466
518771,0.156
518772,0.174
518773,0.32
518774,0.068
518775,0.38
518776,0.506
518777,0.558
518778,0.294
518779,0.294
518780,0.102
518781,0.498
518782,0.294
518783,0.286
518784,0.268
518785,0.526
518786,0.324
518787,0.176
518788,0.34
518789,0.806
518790,0.462
518791,0.208
518792,0.154
518793,0.582
518794,0.514
518795,0.436
518796,0.398
518797,0.28
518798,0.06
518799,0.156
518800,0.572
518801,0.388
518802,0.292
518803,0.766
518804,0.274
518805,0.34
518806,0.364
518807,0.284
518808,0.048
518809,0.582
518810,0.304
518811,0.374
518812,0.268
518813,0.396
518814,0.564
518815,0.198
518816,0.468
518817,0.526
518818,0.45
518819,0.174
518820,0.344
518821,0.346
518822,0.4
518823,0.308
518824,0.772
518825,0.422
518826,0.14
518827,0.306
518828,0.194
518829,0.26
518830,0.196
518831,0.24
518832,0.198
518833,0.798
518834,0.344
518835,0.598
518836,0.414
518837,0.402
518838,0.17
518839,0.526
518840,0.348
518841,0.43
518842,0.412
518843,0.83
518844,0.294
518845,0.284
518846,0.342
518847,0.246
518848,0.392
518849,0.22
518850,0.544
518851,0.55
518852,0.304
518853,0.388
518854,0.334
518855,0.496
518856,0.162
518857,0.594
518858,0.298
518859,0.31
518860,0.372
518861,0.404
518862,0.328
518863,0.324
518864,0.352
518865,0.518
518866,0.12
518867,0.286
518868,0.46
518869,0.318
518870,0.428
518871,0.224
518872,0.522
518873,0.36
518874,0.474
518875,0.552
518876,0.718
518877,0.372
518878,0.56
518879,0.698
518880,0.504
518881,0.398
518882,0.658
518883,0.454
518884,0.41
518885,0.22
518886,0.132
518887,0.274
518888,0.364
518889,0.506
518890,0.404
518891,0.412
518892,0.322
518893,0.196
518894,0.594
518895,0.484
518896,0.668
518897,0.26
518898,0.43
518899,0.55
518900,0.206
518901,0.62
518902,0.362
518903,0.52
518904,0.446
518905,0.312
518906,0.658
518907,0.302
518908,0.442
518909,0.274
518910,0.402
518911,0.392
518912,0.522
518913,0.432
518914,0.276
518915,0.39
518916,0.736
518917,0.42
518918,0.302
518919,0.08
518920,0.11
518921,0.164
518922,0.152
518923,0.496
518924,0.278
518925,0.142
518926,0.266
518927,0.304
518928,0.462
518929,0.244
518930,0.37
518931,0.572
518932,0.486
518933,0.386
518934,0.32
518935,0.374
518936,0.532
518937,0.22
518938,0.244
518939,0.376
518940,0.486
518941,0.592
518942,0.47
518943,0.098
518944,0.194
518945,0.26
518946,0.176
518947,0.37
518948,0.378
518949,0.478
518950,0.294
518951,0.118
518952,0.086
518953,0.126
518954,0.252
518955,0.258
518956,0.036
518957,0.54
518958,0.468
518959,0.058
518960,0.292
518961,0.522
518962,0.256
518963,0.25
518964,0.272
518965,0.504
518966,0.32
518967,0.274
518968,0.174
518969,0.316
518970,0.22
518971,0.804
518972,0.346
518973,0.39
518974,0.412
518975,0.268
518976,0.388
518977,0.376
518978,0.212
518979,0.398
518980,0.07
518981,0.34
518982,0.376
518983,0.39
518984,0.158
518985,0.348
518986,0.068
518987,0.288
518988,0.186
518989,0.186
518990,0.428
518991,0.36
518992,0.498
518993,0.392
518994,0.754
518995,0.458
518996,0.38
518997,0.326
518998,0.502
518999,0.406
519000,0.376
519001,0.392
519002,0.164
519003,0.456
519004,0.15
519005,0.41
519006,0.336
519007,0.464
519008,0.272
519009,0.516
519010,0.456
519011,0.286
519012,0.492
519013,0.316
519014,0.542
519015,0.506
519016,0.49
519017,0.72
519018,0.366
519019,0.356
519020,0.336
519021,0.372
519022,0.21
519023,0.234
519024,0.554
519025,0.482
519026,0.218
519027,0.252
519028,0.594
519029,0.376
519030,0.188
519031,0.48
519032,0.246
519033,0.152
519034,0.19
519035,0.21
519036,0.142
519037,0.358
519038,0.414
519039,0.274
519040,0.408
519041,0.348
519042,0.308
519043,0.39
519044,0.372
519045,0.266
519046,0.482
519047,0.308
519048,0.26
519049,0.434
519050,0.176
519051,0.21
519052,0.21
519053,0.38
519054,0.446
519055,0.452
519056,0.396
519057,0.06
519058,0.306
519059,0.406
519060,0.292
519061,0.448
519062,0.316
519063,0.314
519064,0.364
519065,0.348
519066,0.28
519067,0.282
519068,0.408
519069,0.208
519070,0.384
519071,0.168
519072,0.258
519073,0.286
519074,0.408
519075,0.41
519076,0.472
519077,0.288
519078,0.358
519079,0.156
519080,0.25
519081,0.418
519082,0.374
519083,0.356
519084,0.316
519085,0.248
519086,0.474
519087,0.268
519088,0.37
519089,0.542
519090,0.338
519091,0.358
519092,0.312
519093,0.36
519094,0.492
519095,0.156
519096,0.378
519097,0.274
519098,0.148
519099,0.478
519100,0.232
519101,0.252
519102,0.472
519103,0.24
519104,0.594
519105,0.27
519106,0.09
519107,0.214
519108,0.342
519109,0.764
519110,0.382
519111,0.514
519112,0.426
519113,0.164
519114,0.374
519115,0.112
519116,0.122
519117,0.172
519118,0.184
519119,0.394
519120,0.538
519121,0.496
519122,0.352
519123,0.204
519124,0.526
519125,0.576
519126,0.304
519127,0.276
519128,0.142
519129,0.102
519130,0.568
519131,0.314
519132,0.138
519133,0.328
519134,0.128
519135,0.208
519136,0.368
519137,0.3
519138,0.61
519139,0.338
519140,0.33
519141,0.434
519142,0.192
519143,0.336
519144,0.282
519145,0.304
519146,0.154
519147,0.416
519148,0.332
519149,0.298
519150,0.19
519151,0.294
519152,0.734
519153,0.234
519154,0.092
519155,0.152
519156,0.12
519157,0.318
519158,0.246
519159,0.352
519160,0.41
519161,0.378
519162,0.432
519163,0.346
519164,0.256
519165,0.474
519166,0.418
519167,0.146
519168,0.194
519169,0.33
519170,0.24
519171,0.498
519172,0.234
519173,0.442
519174,0.476
519175,0.494
519176,0.598
519177,0.526
519178,0.1
519179,0.284
519180,0.6
519181,0.044
519182,0.502
519183,0.25
519184,0.26
519185,0.332
519186,0.142
519187,0.398
519188,0.272
519189,0.27
519190,0.442
519191,0.188
519192,0.376
519193,0.346
519194,0.28
519195,0.656
519196,0.26
519197,0.494
519198,0.274
519199,0.296
519200,0.274
519201,0.304
519202,0.498
519203,0.422
519204,0.118
519205,0.17
519206,0.352
519207,0.646
519208,0.248
519209,0.396
519210,0.276
519211,0.536
519212,0.568
519213,0.394
519214,0.586
519215,0.43
519216,0.602
519217,0.418
519218,0.548
519219,0.126
519220,0.266
519221,0.312
519222,0.39
519223,0.508
519224,0.314
519225,0.446
519226,0.262
519227,0.434
519228,0.354
519229,0.5
519230,0.382
519231,0.104
519232,0.416
519233,0.148
519234,0.054
519235,0.252
519236,0.36
519237,0.096
519238,0.246
519239,0.352
519240,0.268
519241,0.332
519242,0.256
519243,0.694
519244,0.202
519245,0.446
519246,0.178
519247,0.418
519248,0.156
519249,0.454
519250,0.31
519251,0.138
519252,0.222
519253,0.13
519254,0.324
519255,0.114
519256,0.478
519257,0.518
519258,0.272
519259,0.27
519260,0.326
519261,0.538
519262,0.29
519263,0.328
519264,0.148
519265,0.342
519266,0.46
519267,0.604
519268,0.248
519269,0.376
519270,0.142
519271,0.404
519272,0.18
519273,0.17
519274,0.196
519275,0.27
519276,0.268
519277,0.23
519278,0.264
519279,0.176
519280,0.472
519281,0.5
519282,0.35
519283,0.25
519284,0.308
519285,0.572
519286,0.266
519287,0.404
519288,0.288
519289,0.426
519290,0.1
519291,0.57
519292,0.266
519293,0.314
519294,0.236
519295,0.24
519296,0.21
519297,0.468
519298,0.508
519299,0.432
519300,0.072
519301,0.392
519302,0.648
519303,0.364
519304,0.584
519305,0.576
519306,0.444
519307,0.066
519308,0.298
519309,0.272
519310,0.46
519311,0.214
519312,0.122
519313,0.302
519314,0.238
519315,0.234
519316,0.718
519317,0.326
519318,0.262
519319,0.394
519320,0.566
519321,0.262
519322,0.142
519323,0.528
519324,0.554
519325,0.428
519326,0.6
519327,0.624
519328,0.448
519329,0.388
519330,0.842
519331,0.288
519332,0.528
519333,0.694
519334,0.472
519335,0.314
519336,0.482
519337,0.432
519338,0.354
519339,0.366
519340,0.25
519341,0.326
519342,0.738
519343,0.284
519344,0.404
519345,0.326
519346,0.218
519347,0.512
519348,0.414
519349,0.332
519350,0.818
519351,0.52
519352,0.344
519353,0.518
519354,0.496
519355,0.454
519356,0.502
519357,0.128
519358,0.276
519359,0.418
519360,0.384
519361,0.274
519362,0.388
519363,0.264
519364,0.354
519365,0.408
519366,0.19
519367,0.158
519368,0.342
519369,0.12
519370,0.496
519371,0.244
519372,0.198
519373,0.438
519374,0.366
519375,0.366
519376,0.182
519377,0.558
519378,0.366
519379,0.338
519380,0.582
519381,0.1
519382,0.394
519383,0.584
519384,0.168
519385,0.16
519386,0.176
519387,0.458
519388,0.516
519389,0.638
519390,0.152
519391,0.212
519392,0.252
519393,0.284
519394,0.242
519395,0.322
519396,0.268
519397,0.088
519398,0.302
519399,0.456
519400,0.316
519401,0.26
519402,0.158
519403,0.28
519404,0.358
519405,0.262
519406,0.652
519407,0.12
519408,0.214
519409,0.144
519410,0.868
519411,0.32
519412,0.282
519413,0.052
519414,0.248
519415,0.146
519416,0.288
519417,0.294
519418,0.306
519419,0.096
519420,0.178
519421,0.38
519422,0.374
519423,0.39
519424,0.288
519425,0.124
519426,0.416
519427,0.514
519428,0.32
519429,0.556
519430,0.504
519431,0.338
519432,0.44
519433,0.298
519434,0.274
519435,0.43
519436,0.11
519437,0.43
519438,0.152
519439,0.374
519440,0.38
519441,0.236
519442,0.132
519443,0.32
519444,0.408
519445,0.216
519446,0.462
519447,0.512
519448,0.318
519449,0.082
519450,0.386
519451,0.354
519452,0.396
519453,0.17
519454,0.27
519455,0.534
519456,0.444
519457,0.202
519458,0.426
519459,0.054
519460,0.234
519461,0.366
519462,0.362
519463,0.33
519464,0.182
519465,0.454
519466,0.298
519467,0.44
519468,0.162
519469,0.404
519470,0.334
519471,0.378
519472,0.55
519473,0.426
519474,0.446
519475,0.49
519476,0.418
519477,0.148
519478,0.302
519479,0.328
519480,0.552
519481,0.382
519482,0.416
519483,0.276
519484,0.312
519485,0.39
519486,0.2
519487,0.406
519488,0.314
519489,0.472
519490,0.39
519491,0.288
519492,0.554
519493,0.23
519494,0.252
519495,0.334
519496,0.464
519497,0.09
519498,0.094
519499,0.434
519500,0.236
519501,0.046
519502,0.254
519503,0.25
519504,0.31
519505,0.676
519506,0.248
519507,0.616
519508,0.584
519509,0.506
519510,0.186
519511,0.368
519512,0.37
519513,0.292
519514,0.198
519515,0.414
519516,0.538
519517,0.154
519518,0.4
519519,0.05
519520,0.262
519521,0.426
519522,0.154
519523,0.54
519524,0.176
519525,0.234
519526,0.292
519527,0.33
519528,0.352
519529,0.476
519530,0.296
519531,0.19
519532,0.39
519533,0.448
519534,0.66
519535,0.306
519536,0.044
519537,0.028
519538,0.068
519539,0.456
519540,0.352
519541,0.89
519542,0.506
519543,0.248
519544,0.404
519545,0.332
519546,0.188
519547,0.472
519548,0.48
519549,0.42
519550,0.116
519551,0.284
519552,0.792
519553,0.276
519554,0.472
519555,0.568
519556,0.466
519557,0.522
519558,0.074
519559,0.192
519560,0.618
519561,0.4
519562,0.318
519563,0.328
519564,0.152
519565,0.128
519566,0.322
519567,0.454
519568,0.12
519569,0.078
519570,0.09
519571,0.25
519572,0.38
519573,0.356
519574,0.442
519575,0.324
519576,0.61
519577,0.548
519578,0.168
519579,0.464
519580,0.236
519581,0.29
519582,0.28
519583,0.65
519584,0.458
519585,0.458
519586,0.482
519587,0.288
519588,0.384
519589,0.358
519590,0.172
519591,0.124
519592,0.436
519593,0.164
519594,0.18
519595,0.456
519596,0.318
519597,0.392
519598,0.172
519599,0.724
519600,0.5
519601,0.068
519602,0.54
519603,0.372
519604,0.274
519605,0.144
519606,0.318
519607,0.472
519608,0.256
519609,0.058
519610,0.32
519611,0.14
519612,0.238
519613,0.436
519614,0.49
519615,0.456
519616,0.046
519617,0.628
519618,0.176
519619,0.264
519620,0.516
519621,0.502
519622,0.514
519623,0.57
519624,0.648
519625,0.342
519626,0.182
519627,0.146
519628,0.37
519629,0.496
519630,0.356
519631,0.282
519632,0.26
519633,0.174
519634,0.098
519635,0.144
519636,0.378
519637,0.428
519638,0.282
519639,0.394
519640,0.456
519641,0.488
519642,0.306
519643,0.624
519644,0.318
519645,0.112
519646,0.052
519647,0.086
519648,0.614
519649,0.486
519650,0.216
519651,0.386
519652,0.444
519653,0.2
519654,0.422
519655,0.392
519656,0.19
519657,0.572
519658,0.13
519659,0.354
519660,0.27
519661,0.19
519662,0.382
519663,0.124
519664,0.588
519665,0.286
519666,0.482
519667,0.598
519668,0.174
519669,0.524
519670,0.506
519671,0.666
519672,0.292
519673,0.626
519674,0.346
519675,0.066
519676,0.068
519677,0.25
519678,0.506
519679,0.304
519680,0.122
519681,0.434
519682,0.452
519683,0.16
519684,0.382
519685,0.374
519686,0.448
519687,0.196
519688,0.422
519689,0.234
519690,0.76
519691,0.66
519692,0.114
519693,0.162
519694,0.496
519695,0.728
519696,0.552
519697,0.21
519698,0.26
519699,0.088
519700,0.346
519701,0.484
519702,0.242
519703,0.63
519704,0.406
519705,0.15
519706,0.258
519707,0.454
519708,0.066
519709,0.374
519710,0.38
519711,0.306
519712,0.436
519713,0.778
519714,0.302
519715,0.364
519716,0.412
519717,0.248
519718,0.176
519719,0.272
519720,0.264
519721,0.526
519722,0.486
519723,0.484
519724,0.382
519725,0.268
519726,0.434
519727,0.366
519728,0.236
519729,0.25
519730,0.486
519731,0.196
519732,0.268
519733,0.444
519734,0.44
519735,0.614
519736,0.632
519737,0.532
519738,0.488
519739,0.518
519740,0.196
519741,0.148
519742,0.53
519743,0.396
519744,0.286
519745,0.308
519746,0.532
519747,0.262
519748,0.282
519749,0.172
519750,0.404
