id,accident_risk
517972,0.432
517973,0.28
517974,0.352
517975,0.454
517976,0.336
517977,0.194
517978,0.248
517979,0.32
517980,0.258
517981,0.172
517982,0.258
517983,0.332
517984,0.17
517985,0.17
517986,0.214
517987,0.234
517988,0.246
517989,0.744
517990,0.238
517991,0.208
517992,0.408
517993,0.566
517994,0.11
517995,0.536
517996,0.546
517997,0.424
517998,0.318
517999,0.458
518000,0.454
518001,0.268
518002,0.308
518003,0.372
518004,0.432
518005,0.246
518006,0.236
518007,0.362
518008,0.306
518009,0.52
518010,0.64
518011,0.45
518012,0.192
518013,0.41
518014,0.292
518015,0.056
518016,0.216
518017,0.382
518018,0.472
518019,0.388
518020,0.548
518021,0.16
518022,0.338
518023,0.406
518024,0.214
518025,0.136
518026,0.248
518027,0.424
518028,0.362
518029,0.278
518030,0.632
518031,0.694
518032,0.286
518033,0.28
518034,0.304
518035,0.294
518036,0.478
518037,0.18
518038,0.106
518039,0.274
518040,0.41
518041,0.378
518042,0.316
518043,0.404
518044,0.4
518045,0.276
518046,0.202
518047,0.338
518048,0.462
518049,0.32
518050,0.438
518051,0.134
518052,0.27
518053,0.398
518054,0.226
518055,0.374
518056,0.414
518057,0.146
518058,0.256
518059,0.252
518060,0.346
518061,0.428
518062,0.672
518063,0.376
518064,0.148
518065,0.364
518066,0.21
518067,0.362
518068,0.638
518069,0.198
518070,0.536
518071,0.132
518072,0.488
518073,0.408
518074,0.416
518075,0.408
518076,0.262
518077,0.246
518078,0.288
518079,0.478
518080,0.392
518081,0.578
518082,0.272
518083,0.38
518084,0.322
518085,0.278
518086,0.282
518087,0.25
518088,0.412
518089,0.426
518090,0.416
518091,0.322
518092,0.1
518093,0.254
518094,0.414
518095,0.164
518096,0.366
518097,0.304
518098,0.442
518099,0.464
518100,0.304
518101,0.308
518102,0.256
518103,0.576
518104,0.346
518105,0.266
518106,0.488
518107,0.616
518108,0.652
518109,0.196
518110,0.276
518111,0.182
518112,0.316
518113,0.288
518114,0.458
518115,0.284
518116,0.36
518117,0.514
518118,0.376
518119,0.292
518120,0.082
518121,0.45
518122,0.338
518123,0.422
518124,0.498
518125,0.152
518126,0.202
518127,0.228
518128,0.122
518129,0.288
518130,0.348
518131,0.26
518132,0.322
518133,0.286
518134,0.358
518135,0.19
518136,0.392
518137,0.274
518138,0.188
518139,0.564
518140,0.252
518141,0.646
518142,0.208
518143,0.186
518144,0.328
518145,0.472
518146,0.248
518147,0.316
518148,0.382
518149,0.506
518150,0.278
518151,0.336
518152,0.306
518153,0.262
518154,0.204
518155,0.26
518156,0.252
518157,0.354
518158,0.36
518159,0.202
518160,0.494
518161,0.468
518162,0.412
518163,0.458
518164,0.506
518165,0.134
518166,0.466
518167,0.218
518168,0.398
518169,0.388
518170,0.26
518171,0.314
518172,0.116
518173,0.3
518174,0.314
518175,0.336
518176,0.218
518177,0.172
518178,0.408
518179,0.492
518180,0.314
518181,0.43
518182,0.398
518183,0.254
518184,0.472
518185,0.45
518186,0.386
518187,0.6
518188,0.36
518189,0.442
518190,0.224
518191,0.422
518192,0.55
518193,0.372
518194,0.748
518195,0.238
518196,0.226
518197,0.186
518198,0.52
518199,0.658
518200,0.21
518201,0.206
518202,0.206
518203,0.662
518204,0.126
518205,0.204
518206,0.172
518207,0.442
518208,0.19
518209,0.438
518210,0.236
518211,0.448
518212,0.396
518213,0.446
518214,0.248
518215,0.36
518216,0.448
518217,0.1
518218,0.332
518219,0.154
518220,0.314
518221,0.374
518222,0.286
518223,0.172
518224,0.462
518225,0.66
518226,0.146
518227,0.356
518228,0.308
518229,0.244
518230,0.276
518231,0.126
518232,0.364
518233,0.41
518234,0.398
518235,0.34
518236,0.174
518237,0.51
518238,0.414
518239,0.234
518240,0.606
518241,0.484
518242,0.228
518243,0.272
518244,0.55
518245,0.476
518246,0.27
518247,0.33
518248,0.302
518249,0.308
518250,0.154
518251,0.52
518252,0.258
518253,0.258
518254,0.308
518255,0.236
518256,0.47
518257,0.218
518258,0.4
518259,0.184
518260,0.458
518261,0.424
518262,0.316
518263,0.254
518264,0.338
518265,0.32
518266,0.552
518267,0.364
518268,0.172
518269,0.274
518270,0.29
518271,0.436
518272,0.39
518273,0.272
518274,0.338
518275,0.5
518276,0.298
518277,0.316
518278,0.324
518279,0.244
518280,0.406
518281,0.386
518282,0.476
518283,0.256
518284,0.284
518285,0.266
518286,0.088
518287,0.308
518288,0.244
518289,0.392
518290,0.296
518291,0.196
518292,0.232
518293,0.134
518294,0.23
518295,0.194
518296,0.508
518297,0.356
518298,0.496
518299,0.272
518300,0.262
518301,0.21
518302,0.444
518303,0.37
518304,0.204
518305,0.38
518306,0.15
518307,0.47
518308,0.196
518309,0.398
518310,0.326
518311,0.416
518312,0.224
518313,0.252
518314,0.304
518315,0.286
518316,0.328
518317,0.22
518318,0.494
518319,0.53
518320,0.39
518321,0.376
518322,0.184
518323,0.256
518324,0.35
518325,0.534
518326,0.276
518327,0.376
518328,0.212
518329,0.602
518330,0.234
518331,0.39
518332,0.446
518333,0.294
518334,0.256
518335,0.412
518336,0.378
518337,0.17
518338,0.29
518339,0.374
518340,0.554
518341,0.416
518342,0.35
518343,0.434
518344,0.244
518345,0.292
518346,0.334
518347,0.43
518348,0.31
518349,0.08
518350,0.21
518351,0.336
518352,0.416
518353,0.386
518354,0.394
518355,0.61
518356,0.626
518357,0.316
518358,0.272
518359,0.362
518360,0.554
518361,0.4
518362,0.272
518363,0.38
518364,0.466
518365,0.282
518366,0.382
518367,0.52
518368,0.412
518369,0.516
518370,0.246
518371,0.308
518372,0.616
518373,0.236
518374,0.302
518375,0.52
518376,0.29
518377,0.166
518378,0.27
518379,0.272
518380,0.448
518381,0.294
518382,0.544
518383,0.584
518384,0.24
518385,0.34
518386,0.294
518387,0.104
518388,0.318
518389,0.314
518390,0.408
518391,0.274
518392,0.368
518393,0.166
518394,0.108
518395,0.586
518396,0.462
518397,0.636
518398,0.164
518399,0.282
518400,0.382
518401,0.244
518402,0.314
518403,0.388
518404,0.334
518405,0.44
518406,0.412
518407,0.236
518408,0.244
518409,0.3
518410,0.312
518411,0.516
518412,0.318
518413,0.192
518414,0.418
518415,0.48
518416,0.184
518417,0.698
518418,0.38
518419,0.328
518420,0.446
518421,0.208
518422,0.288
518423,0.322
518424,0.11
518425,0.298
518426,0.234
518427,0.502
518428,0.182
518429,0.25
518430,0.34
518431,0.232
518432,0.57
518433,0.268
518434,0.2
518435,0.33
518436,0.528
518437,0.25
518438,0.486
518439,0.202
518440,0.216
518441,0.424
518442,0.298
518443,0.324
518444,0.716
518445,0.22
518446,0.37
518447,0.422
518448,0.224
518449,0.518
518450,0.178
518451,0.352
518452,0.642
518453,0.382
518454,0.35
518455,0.59
518456,0.298
518457,0.532
518458,0.506
518459,0.16
518460,0.62
518461,0.232
518462,0.208
518463,0.472
518464,0.618
518465,0.33
518466,0.418
518467,0.272
518468,0.748
518469,0.386
518470,0.23
518471,0.354
518472,0.27
518473,0.174
518474,0.322
518475,0.13
518476,0.324
518477,0.372
518478,0.364
518479,0.258
518480,0.362
518481,0.442
518482,0.346
518483,0.462
518484,0.28
518485,0.18
518486,0.354
518487,0.478
518488,0.3
518489,0.162
518490,0.294
518491,0.458
518492,0.202
518493,0.304
518494,0.108
518495,0.264
518496,0.22
518497,0.4
518498,0.228
518499,0.124
518500,0.278
518501,0.514
518502,0.15
518503,0.418
518504,0.392
518505,0.282
518506,0.406
518507,0.508
518508,0.234
518509,0.24
518510,0.25
518511,0.452
518512,0.15
518513,0.268
518514,0.286
518515,0.222
518516,0.238
518517,0.38
518518,0.438
518519,0.1
518520,0.556
518521,0.22
518522,0.094
518523,0.492
518524,0.288
518525,0.266
518526,0.436
518527,0.346
518528,0.546
518529,0.284
518530,0.388
518531,0.198
518532,0.272
518533,0.478
518534,0.408
518535,0.286
518536,0.444
518537,0.4
518538,0.406
518539,0.574
518540,0.476
518541,0.44
518542,0.082
518543,0.276
518544,0.162
518545,0.266
518546,0.328
518547,0.308
518548,0.386
518549,0.292
518550,0.068
518551,0.372
518552,0.508
518553,0.55
518554,0.422
518555,0.538
518556,0.37
518557,0.254
518558,0.392
518559,0.272
518560,0.252
518561,0.18
518562,0.296
518563,0.462
518564,0.414
518565,0.288
518566,0.372
518567,0.272
518568,0.298
518569,0.576
518570,0.338
518571,0.208
518572,0.346
518573,0.36
518574,0.678
518575,0.26
518576,0.464
518577,0.232
518578,0.284
518579,0.302
518580,0.484
518581,0.4
518582,0.14
518583,0.268
518584,0.268
518585,0.28
518586,0.666
518587,0.214
518588,0.638
518589,0.262
518590,0.718
518591,0.632
518592,0.514
518593,0.214
518594,0.62
518595,0.284
518596,0.406
518597,0.234
518598,0.532
518599,0.204
518600,0.502
518601,0.358
518602,0.292
518603,0.474
518604,0.17
518605,0.426
518606,0.126
518607,0.494
518608,0.326
518609,0.244
518610,0.314
518611,0.294
518612,0.42
518613,0.2
518614,0.226
518615,0.476
518616,0.73
518617,0.178
518618,0.244
518619,0.26
518620,0.122
518621,0.45
518622,0.43
518623,0.328
518624,0.236
518625,0.114
518626,0.3
518627,0.18
518628,0.5
518629,0.42
518630,0.666
518631,0.142
518632,0.302
518633,0.242
518634,0.638
518635,0.184
518636,0.178
518637,0.21
518638,0.096
518639,0.468
518640,0.524
518641,0.168
518642,0.128
518643,0.256
518644,0.464
518645,0.324
518646,0.176
518647,0.164
518648,0.17
518649,0.494
518650,0.39
518651,0.374
518652,0.308
518653,0.276
518654,0.408
518655,0.396
518656,0.356
518657,0.21
518658,0.154
518659,0.718
518660,0.358
518661,0.248
518662,0.146
518663,0.478
518664,0.368
518665,0.372
518666,0.092
518667,0.66
518668,0.39
518669,0.29
518670,0.29
518671,0.518
518672,0.628
518673,0.378
518674,0.242
518675,0.316
518676,0.19
518677,0.108
518678,0.236
518679,0.24
518680,0.296
518681,0.522
518682,0.244
518683,0.36
518684,0.552
518685,0.332
518686,0.222
518687,0.43
518688,0.046
518689,0.304
518690,0.342
518691,0.452
518692,0.244
518693,0.45
518694,0.158
518695,0.196
518696,0.284
518697,0.292
518698,0.474
518699,0.436
518700,0.256
518701,0.412
518702,0.324
518703,0.34
518704,0.348
518705,0.444
518706,0.398
518707,0.33
518708,0.246
518709,0.13
518710,0.384
518711,0.466
518712,0.218
518713,0.276
518714,0.292
518715,0.616
518716,0.286
518717,0.192
518718,0.206
518719,0.332
518720,0.512
518721,0.592
518722,0.338
518723,0.266
518724,0.44
518725,0.116
518726,0.294
518727,0.22
518728,0.312
518729,0.37
518730,0.336
518731,0.48
518732,0.43
518733,0.112
518734,0.57
518735,0.362
518736,0.23
518737,0.454
518738,0.286
518739,0.336
518740,0.674
518741,0.552
518742,0.27
518743,0.42
518744,0.192
518745,0.564
518746,0.318
518747,0.194
518748,0.358
518749,0.384
518750,0.204
518751,0.208
518752,0.226
518753,0.474
518754,0.644
518755,0.16
518756,0.222
518757,0.3
518758,0.43
518759,0.27
518760,0.156
518761,0.248
518762,0.412
518763,0.066
518764,0.306
518765,0.178
518766,0.402
518767,0.434
518768,0.282
518769,0.336
518770,0.49
518771,0.15
518772,0.208
518773,0.304
518774,0.04
518775,0.362
518776,0.512
518777,0.44
518778,0.282
518779,0.208
518780,0.138
518781,0.41
518782,0.262
518783,0.222
518784,0.356
518785,0.426
518786,0.276
518787,0.176
518788,0.37
518789,0.842
518790,0.416
518791,0.246
518792,0.154
518793,0.538
518794,0.46
518795,0.296
518796,0.382
518797,0.382
518798,0.172
518799,0.234
518800,0.478
518801,0.412
518802,0.25
518803,0.744
518804,0.21
518805,0.284
518806,0.354
518807,0.24
518808,0.09
518809,0.604
518810,0.304
518811,0.258
518812,0.11
518813,0.33
518814,0.54
518815,0.444
518816,0.406
518817,0.538
518818,0.332
518819,0.17
518820,0.47
518821,0.272
518822,0.47
518823,0.364
518824,0.742
518825,0.42
518826,0.204
518827,0.362
518828,0.234
518829,0.308
518830,0.206
518831,0.286
518832,0.17
518833,0.754
518834,0.36
518835,0.594
518836,0.308
518837,0.482
518838,0.21
518839,0.482
518840,0.334
518841,0.458
518842,0.41
518843,0.814
518844,0.24
518845,0.274
518846,0.238
518847,0.236
518848,0.364
518849,0.172
518850,0.498
518851,0.53
518852,0.29
518853,0.356
518854,0.294
518855,0.5
518856,0.238
518857,0.572
518858,0.232
518859,0.312
518860,0.336
518861,0.418
518862,0.326
518863,0.34
518864,0.414
518865,0.454
518866,0.112
518867,0.268
518868,0.424
518869,0.434
518870,0.394
518871,0.244
518872,0.444
518873,0.378
518874,0.38
518875,0.536
518876,0.706
518877,0.416
518878,0.504
518879,0.642
518880,0.56
518881,0.468
518882,0.524
518883,0.378
518884,0.304
518885,0.262
518886,0.244
518887,0.43
518888,0.376
518889,0.44
518890,0.342
518891,0.364
518892,0.356
518893,0.176
518894,0.524
518895,0.49
518896,0.634
518897,0.23
518898,0.356
518899,0.502
518900,0.184
518901,0.64
518902,0.436
518903,0.52
518904,0.372
518905,0.284
518906,0.636
518907,0.214
518908,0.542
518909,0.214
518910,0.49
518911,0.34
518912,0.446
518913,0.432
518914,0.26
518915,0.296
518916,0.694
518917,0.43
518918,0.288
518919,0.14
518920,0.182
518921,0.154
518922,0.208
518923,0.466
518924,0.252
518925,0.182
518926,0.466
518927,0.364
518928,0.49
518929,0.252
518930,0.354
518931,0.576
518932,0.402
518933,0.322
518934,0.374
518935,0.376
518936,0.448
518937,0.26
518938,0.266
518939,0.404
518940,0.436
518941,0.576
518942,0.476
518943,0.148
518944,0.298
518945,0.288
518946,0.22
518947,0.306
518948,0.422
518949,0.414
518950,0.312
518951,0.186
518952,0.118
518953,0.166
518954,0.23
518955,0.236
518956,0.168
518957,0.456
518958,0.432
518959,0.094
518960,0.266
518961,0.46
518962,0.274
518963,0.246
518964,0.244
518965,0.466
518966,0.278
518967,0.232
518968,0.246
518969,0.338
518970,0.208
518971,0.792
518972,0.288
518973,0.428
518974,0.386
518975,0.268
518976,0.502
518977,0.332
518978,0.208
518979,0.386
518980,0.076
518981,0.318
518982,0.458
518983,0.456
518984,0.22
518985,0.328
518986,0.148
518987,0.262
518988,0.236
518989,0.294
518990,0.418
518991,0.296
518992,0.452
518993,0.41
518994,0.612
518995,0.528
518996,0.346
518997,0.272
518998,0.482
518999,0.456
519000,0.426
519001,0.286
519002,0.218
519003,0.432
519004,0.154
519005,0.426
519006,0.262
519007,0.412
519008,0.24
519009,0.524
519010,0.506
519011,0.256
519012,0.442
519013,0.258
519014,0.56
519015,0.428
519016,0.504
519017,0.674
519018,0.434
519019,0.278
519020,0.434
519021,0.386
519022,0.358
519023,0.262
519024,0.474
519025,0.44
519026,0.318
519027,0.218
519028,0.532
519029,0.25
519030,0.296
519031,0.428
519032,0.218
519033,0.236
519034,0.202
519035,0.244
519036,0.186
519037,0.34
519038,0.466
519039,0.334
519040,0.412
519041,0.356
519042,0.34
519043,0.432
519044,0.352
519045,0.348
519046,0.5
519047,0.23
519048,0.294
519049,0.446
519050,0.272
519051,0.32
519052,0.242
519053,0.38
519054,0.282
519055,0.324
519056,0.354
519057,0.092
519058,0.312
519059,0.384
519060,0.304
519061,0.448
519062,0.342
519063,0.214
519064,0.294
519065,0.352
519066,0.362
519067,0.274
519068,0.472
519069,0.178
519070,0.392
519071,0.208
519072,0.308
519073,0.266
519074,0.388
519075,0.36
519076,0.474
519077,0.316
519078,0.33
519079,0.186
519080,0.24
519081,0.384
519082,0.414
519083,0.294
519084,0.28
519085,0.208
519086,0.354
519087,0.426
519088,0.4
519089,0.474
519090,0.456
519091,0.358
519092,0.47
519093,0.408
519094,0.468
519095,0.164
519096,0.246
519097,0.152
519098,0.142
519099,0.5
519100,0.258
519101,0.152
519102,0.284
519103,0.216
519104,0.622
519105,0.238
519106,0.09
519107,0.19
519108,0.322
519109,0.79
519110,0.442
519111,0.384
519112,0.388
519113,0.22
519114,0.388
519115,0.108
519116,0.156
519117,0.168
519118,0.256
519119,0.442
519120,0.444
519121,0.434
519122,0.354
519123,0.218
519124,0.5
519125,0.48
519126,0.372
519127,0.356
519128,0.206
519129,0.102
519130,0.576
519131,0.232
519132,0.174
519133,0.246
519134,0.124
519135,0.152
519136,0.206
519137,0.244
519138,0.568
519139,0.3
519140,0.412
519141,0.42
519142,0.192
519143,0.302
519144,0.514
519145,0.252
519146,0.254
519147,0.494
519148,0.252
519149,0.418
519150,0.242
519151,0.266
519152,0.76
519153,0.296
519154,0.14
519155,0.22
519156,0.146
519157,0.482
519158,0.242
519159,0.228
519160,0.408
519161,0.364
519162,0.428
519163,0.404
519164,0.35
519165,0.49
519166,0.446
519167,0.204
519168,0.212
519169,0.338
519170,0.312
519171,0.514
519172,0.286
519173,0.404
519174,0.446
519175,0.496
519176,0.596
519177,0.5
519178,0.07
519179,0.28
519180,0.572
519181,0.078
519182,0.466
519183,0.242
519184,0.266
519185,0.322
519186,0.17
519187,0.386
519188,0.254
519189,0.272
519190,0.476
519191,0.182
519192,0.336
519193,0.26
519194,0.276
519195,0.656
519196,0.304
519197,0.43
519198,0.442
519199,0.324
519200,0.266
519201,0.352
519202,0.546
519203,0.444
519204,0.096
519205,0.206
519206,0.334
519207,0.664
519208,0.26
519209,0.382
519210,0.278
519211,0.46
519212,0.596
519213,0.388
519214,0.618
519215,0.404
519216,0.45
519217,0.392
519218,0.458
519219,0.34
519220,0.252
519221,0.312
519222,0.376
519223,0.464
519224,0.192
519225,0.402
519226,0.28
519227,0.41
519228,0.352
519229,0.376
519230,0.316
519231,0.27
519232,0.37
519233,0.284
519234,0.168
519235,0.28
519236,0.372
519237,0.12
519238,0.284
519239,0.35
519240,0.316
519241,0.428
519242,0.318
519243,0.65
519244,0.212
519245,0.496
519246,0.18
519247,0.418
519248,0.172
519249,0.402
519250,0.3
519251,0.184
519252,0.176
519253,0.174
519254,0.306
519255,0.12
519256,0.482
519257,0.498
519258,0.24
519259,0.276
519260,0.216
519261,0.428
519262,0.222
519263,0.28
519264,0.186
519265,0.356
519266,0.402
519267,0.624
519268,0.242
519269,0.286
519270,0.156
519271,0.324
519272,0.12
519273,0.328
519274,0.236
519275,0.308
519276,0.252
519277,0.202
519278,0.394
519279,0.21
519280,0.476
519281,0.428
519282,0.332
519283,0.264
519284,0.124
519285,0.612
519286,0.23
519287,0.442
519288,0.24
519289,0.406
519290,0.144
519291,0.578
519292,0.296
519293,0.378
519294,0.236
519295,0.306
519296,0.394
519297,0.394
519298,0.404
519299,0.466
519300,0.082
519301,0.3
519302,0.672
519303,0.424
519304,0.574
519305,0.488
519306,0.482
519307,0.126
519308,0.282
519309,0.35
519310,0.458
519311,0.216
519312,0.07
519313,0.278
519314,0.244
519315,0.242
519316,0.616
519317,0.266
519318,0.29
519319,0.252
519320,0.646
519321,0.242
519322,0.192
519323,0.51
519324,0.456
519325,0.362
519326,0.534
519327,0.618
519328,0.37
519329,0.426
519330,0.828
519331,0.33
519332,0.488
519333,0.714
519334,0.422
519335,0.41
519336,0.474
519337,0.394
519338,0.418
519339,0.324
519340,0.342
519341,0.314
519342,0.72
519343,0.264
519344,0.396
519345,0.402
519346,0.316
519347,0.498
519348,0.248
519349,0.376
519350,0.714
519351,0.456
519352,0.388
519353,0.516
519354,0.47
519355,0.322
519356,0.516
519357,0.26
519358,0.306
519359,0.24
519360,0.556
519361,0.268
519362,0.356
519363,0.304
519364,0.268
519365,0.392
519366,0.206
519367,0.256
519368,0.426
519369,0.134
519370,0.562
519371,0.276
519372,0.31
519373,0.39
519374,0.322
519375,0.332
519376,0.202
519377,0.6
519378,0.254
519379,0.368
519380,0.594
519381,0.05
519382,0.352
519383,0.566
519384,0.23
519385,0.11
519386,0.202
519387,0.528
519388,0.514
519389,0.678
519390,0.302
519391,0.226
519392,0.306
519393,0.354
519394,0.26
519395,0.454
519396,0.33
519397,0.128
519398,0.278
519399,0.332
519400,0.238
519401,0.266
519402,0.172
519403,0.284
519404,0.412
519405,0.396
519406,0.578
519407,0.176
519408,0.31
519409,0.238
519410,0.818
519411,0.294
519412,0.35
519413,0.078
519414,0.254
519415,0.18
519416,0.306
519417,0.342
519418,0.186
519419,0.096
519420,0.128
519421,0.484
519422,0.328
519423,0.326
519424,0.352
519425,0.242
519426,0.404
519427,0.424
519428,0.314
519429,0.62
519430,0.418
519431,0.306
519432,0.434
519433,0.23
519434,0.228
519435,0.422
519436,0.25
519437,0.374
519438,0.092
519439,0.268
519440,0.48
519441,0.33
519442,0.122
519443,0.268
519444,0.556
519445,0.244
519446,0.472
519447,0.43
519448,0.382
519449,0.172
519450,0.324
519451,0.452
519452,0.36
519453,0.242
519454,0.232
519455,0.466
519456,0.454
519457,0.402
519458,0.432
519459,0.228
519460,0.254
519461,0.396
519462,0.318
519463,0.244
519464,0.194
519465,0.456
519466,0.328
519467,0.476
519468,0.272
519469,0.336
519470,0.28
519471,0.346
519472,0.458
519473,0.426
519474,0.406
519475,0.53
519476,0.386
519477,0.262
519478,0.256
519479,0.242
519480,0.508
519481,0.392
519482,0.448
519483,0.5
519484,0.304
519485,0.38
519486,0.182
519487,0.408
519488,0.332
519489,0.488
519490,0.306
519491,0.258
519492,0.564
519493,0.206
519494,0.222
519495,0.258
519496,0.356
519497,0.08
519498,0.098
519499,0.366
519500,0.118
519501,0.148
519502,0.236
519503,0.2
519504,0.31
519505,0.682
519506,0.272
519507,0.616
519508,0.668
519509,0.512
519510,0.226
519511,0.36
519512,0.33
519513,0.452
519514,0.154
519515,0.422
519516,0.542
519517,0.218
519518,0.328
519519,0.242
519520,0.208
519521,0.238
519522,0.23
519523,0.464
519524,0.16
519525,0.248
519526,0.392
519527,0.32
519528,0.276
519529,0.378
519530,0.342
519531,0.216
519532,0.384
519533,0.414
519534,0.688
519535,0.324
519536,0.082
519537,0.092
519538,0.182
519539,0.41
519540,0.34
519541,0.806
519542,0.438
519543,0.272
519544,0.334
519545,0.27
519546,0.266
519547,0.41
519548,0.428
519549,0.356
519550,0.17
519551,0.306
519552,0.8
519553,0.364
519554,0.402
519555,0.494
519556,0.522
519557,0.484
519558,0.092
519559,0.228
519560,0.618
519561,0.414
519562,0.256
519563,0.358
519564,0.226
519565,0.24
519566,0.324
519567,0.422
519568,0.144
519569,0.05
519570,0.134
519571,0.284
519572,0.386
519573,0.442
519574,0.41
519575,0.384
519576,0.582
519577,0.56
519578,0.208
519579,0.51
519580,0.188
519581,0.376
519582,0.296
519583,0.632
519584,0.456
519585,0.488
519586,0.432
519587,0.244
519588,0.424
519589,0.372
519590,0.224
519591,0.144
519592,0.424
519593,0.196
519594,0.186
519595,0.424
519596,0.384
519597,0.338
519598,0.172
519599,0.666
519600,0.468
519601,0.052
519602,0.522
519603,0.4
519604,0.266
519605,0.172
519606,0.448
519607,0.44
519608,0.414
519609,0.144
519610,0.384
519611,0.092
519612,0.212
519613,0.476
519614,0.456
519615,0.532
519616,0.054
519617,0.632
519618,0.142
519619,0.458
519620,0.48
519621,0.498
519622,0.5
519623,0.458
519624,0.42
519625,0.436
519626,0.252
519627,0.236
519628,0.394
519629,0.478
519630,0.44
519631,0.252
519632,0.348
519633,0.172
519634,0.128
519635,0.26
519636,0.292
519637,0.384
519638,0.338
519639,0.39
519640,0.432
519641,0.384
519642,0.242
519643,0.554
519644,0.308
519645,0.18
519646,0.09
519647,0.068
519648,0.552
519649,0.488
519650,0.332
519651,0.382
519652,0.58
519653,0.352
519654,0.45
519655,0.362
519656,0.222
519657,0.58
519658,0.092
519659,0.382
519660,0.298
519661,0.29
519662,0.35
519663,0.146
519664,0.562
519665,0.286
519666,0.43
519667,0.418
519668,0.132
519669,0.47
519670,0.424
519671,0.682
519672,0.306
519673,0.65
519674,0.484
519675,0.05
519676,0.202
519677,0.298
519678,0.504
519679,0.24
519680,0.164
519681,0.334
519682,0.438
519683,0.21
519684,0.414
519685,0.404
519686,0.396
519687,0.172
519688,0.448
519689,0.19
519690,0.706
519691,0.552
519692,0.126
519693,0.186
519694,0.448
519695,0.74
519696,0.42
519697,0.182
519698,0.264
519699,0.104
519700,0.372
519701,0.432
519702,0.256
519703,0.526
519704,0.422
519705,0.298
519706,0.3
519707,0.48
519708,0.168
519709,0.38
519710,0.596
519711,0.324
519712,0.4
519713,0.76
519714,0.332
519715,0.326
519716,0.406
519717,0.29
519718,0.226
519719,0.304
519720,0.276
519721,0.488
519722,0.364
519723,0.414
519724,0.36
519725,0.282
519726,0.39
519727,0.316
519728,0.376
519729,0.284
519730,0.512
519731,0.188
519732,0.238
519733,0.396
519734,0.444
519735,0.602
519736,0.544
519737,0.644
519738,0.432
519739,0.422
519740,0.214
519741,0.228
519742,0.506
519743,0.186
519744,0.28
519745,0.366
519746,0.508
519747,0.178
519748,0.37
519749,0.176
519750,0.438
