id,accident_risk
518193,1061044005.07
518194,1030846732.715
518195,1027601695.815
518196,1063395812.216
518197,1061682385.127
518198,1030434052.593
518199,1029766400.918
518200,1061231109.592
518201,1057397646.203
518202,1057368377.304
518203,1030413520.457
518204,1055203672.261
518205,1063425081.083
518206,1061691121.783
518207,1055045841.035
518208,1055833315.721
518209,1064476145.637
518210,1055045839.01
518211,1027414592.869
518212,1062331972.819
518213,1030404780.925
518214,1061044005.868
518215,1028231339.208
518216,1028231342.044
518217,1056304534.217
518218,1061231110.829
518219,1055025305.191
518220,1063425081.937
518221,1062302704.73
518222,1061711654.81
518223,1058015494.017
518224,1061682387.192
518225,1028231342.061
518226,1056284002.845
518227,1057377115.974
518228,1028260608.057
518229,1057397646.979
518230,1028231340.785
518231,1062302702.693
518232,1028061709.639
518233,1064505413.67
518234,1061682387.104
518235,1064476144.852
518236,1055224204.455
518237,1055663688.08
518238,1055045840.194
518239,1062153602.912
518240,1027443864.574
518241,1028061708.853
518242,1061044004.26
518243,1027601695.8
518244,1061711656.037
518245,1061044007.896
518246,1058015494.083
518247,1028702557.759
518248,1027592959.131
518249,1061682385.958
518250,1058015494.037
518251,1028061710.42
518252,1064476142.83
518253,1057368377.297
518254,1064505410.933
518255,1057368377.335
518256,1058015496.124
518257,1064484880.293
518258,1062153606.526
518259,1058006756.557
518260,1062133073.525
518261,1028702558.641
518262,1058457443.824
518263,1056096901.111
518264,1061682384.36
518265,1064034193.95
518266,1061052743.797
518267,1062311441.405
518268,1064042930.587
518269,1061073273.965
518270,1061251640.184
518271,1028231340.865
518272,1061073274.763
518273,1063395812.257
518274,1062133070.767
518275,1030404781.78
518276,1057368377.333
518277,1028260609.673
518278,1062331973.566
518279,1061044005.076
518280,1056096901.968
518281,1058006760.176
518282,1028494923.545
518283,1055862588.136
518284,1058036026.276
518285,1058006756.579
518286,1055862584.474
518287,1061682385.946
518288,1055654949.4
518289,1028260608.913
518290,1058457443.81
518291,1061682385.888
518292,1063404549.678
518293,1055833317.275
518294,1056126168.02
518295,1063425081.929
518296,1028260611.7
518297,1027423330.32
518298,1055025306.891
518299,1058457444.596
518300,1055663686.888
518301,1064034193.911
518302,1064034195.073
518303,1028673288.976
518304,1058006757.365
518305,1030875999.501
518306,1055194935.623
518307,1058036028.312
518308,1057377113.144
518309,1027414593.676
518310,1027592959.951
518311,1055045840.163
518312,1055654949.441
518313,1061073273.093
518314,1057377113.222
518315,1058015494.879
518316,1063425081.1
518317,1055025306.048
518318,1063395813.095
518319,1056096901.17
518320,1061222374.97
518321,1029795668.877
518322,1063395813.794
518323,1064034193.943
518324,1027601695.768
518325,1029766400.871
518326,1028231339.2
518327,1058457445.818
518328,1064042930.555
518329,1028082241.062
518330,1057368378.078
518331,1028061709.63
518332,1061251643.023
518333,1058036026.235
518334,1063404548.903
518335,1029766401.643
518336,1062302704.713
518337,1064484878.679
518338,1058036026.288
518339,1062311441.355
518340,1055025308.086
518341,1028082241.85
518342,1028052972.126
518343,1029766400.841
518344,1063395813.828
518345,1058457443.823
518346,1027601697.445
518347,1064063464.753
518348,1028260609.654
518349,1061231108.816
518350,1062124334.911
518351,1027592959.978
518352,1064063463.997
518353,1056275268.223
518354,1058457445.773
518355,1027622230.83
518356,1028503661.387
518357,1056096899.977
518358,1064034192.264
518359,1062311441.405
518360,1027423330.408
518361,1058477977.979
518362,1055663685.288
518363,1061222374.148
518364,1028061709.617
518365,1027592960.744
518366,1028494922.698
518367,1028052973.791
518368,1028503660.192
518369,1061052744.57
518370,1056105636.651
518371,1027601696.6
518372,1028260610.922
518373,1061073273.897
518374,1028082241.805
518375,1027601699.429
518376,1028682027.209
518377,1061222372.145
518378,1055045837.373
518379,1061073273.967
518380,1028260610.859
518381,1058457444.593
518382,1055025308.07
518383,1062133074.389
518384,1064505412.485
518385,1029775137.525
518386,1064484878.7
518387,1062311439.374
518388,1058036026.291
518389,1058015493.286
518390,1062302704.772
518391,1058457443.025
518392,1061073274.761
518393,1061691121.793
518394,1062311439.384
518395,1027622231.646
518396,1029775137.558
518397,1027443863.722
518398,1062133070.709
518399,1061869490.858
518400,1027622229.588
518401,1058457442.957
518402,1062153604.563
518403,1056126170.819
518404,1063395815.016
518405,1029766401.699
518406,1062311440.603
518407,1055194935.633
518408,1058477975.141
518409,1055203672.324
518410,1055016570.156
518411,1028240078.752
518412,1061044005.896
518413,1061251640.166
518414,1056096901.177
518415,1028682026.439
518416,1063404550.484
518417,1028061712.492
518418,1064042932.565
518419,1064042929.818
518420,1058006759.382
518421,1064034193.087
518422,1056105635.055
518423,1064063461.21
518424,1055862586.118
518425,1062133072.359
518426,1063425081.915
518427,1061052744.559
518428,1055654950.167
518429,1057368377.292
518430,1028682025.623
518431,1061711653.215
518432,1027601698.68
518433,1064476143.655
518434,1062331970.797
518435,1028682025.631
518436,1027622231.624
518437,1057368376.552
518438,1055663688.118
518439,1061711653.952
518440,1064042928.968
518441,1030404780.134
518442,1055045838.257
518443,1062311440.6
518444,1028082243.847
518445,1061222371.31
518446,1058477978.77
518447,1061691124.653
518448,1061890021.885
518449,1028682029.2
518450,1058477976.78
518451,1064484881.511
518452,1028082243.818
518453,1030876000.372
518454,1028702559.435
518455,1029775138.38
518456,1061052740.959
518457,1056105638.7
518458,1062302704.791
518459,1055224205.22
518460,1028240078.761
518461,1063425081.052
518462,1061073274.686
518463,1028494921.863
518464,1063404551.763
518465,1028682027.22
518466,1055025308.802
518467,1057397646.983
518468,1030413519.652
518469,1061052744.545
518470,1062153604.521
518471,1027443862.5
518472,1062331971.619
518473,1064042930.577
518474,1061890023.842
518475,1055203672.24
518476,1055203675.078
518477,1057368380.14
518478,1058015496.881
518479,1056284003.671
518480,1055045841.016
518481,1061231110.845
518482,1030404780.09
518483,1055654951.453
518484,1064505410.918
518485,1063404550.496
518486,1055224208.103
518487,1061231111.662
518488,1055045838.986
518489,1061691121.788
518490,1028702557.759
518491,1055025308.064
518492,1064476142.832
518493,1055194935.61
518494,1061860752.962
518495,1057397646.167
518496,1058006758.188
518497,1030855468.139
518498,1058448707.934
518499,1061251640.167
518500,1057377114.803
518501,1028052973.003
518502,1064484879.49
518503,1064484882.31
518504,1057377114.86
518505,1058036026.201
518506,1028231340.022
518507,1061073275.965
518508,1056096899.972
518509,1061890023.035
518510,1058006756.568
518511,1055016572.199
518512,1055025305.979
518513,1058036027.075
518514,1064042929.003
518515,1064063461.152
518516,1061044004.217
518517,1028682025.641
518518,1056126170.778
518519,1061231109.609
518520,1028702561.438
518521,1061691121.787
518522,1055203673.863
518523,1062133073.604
518524,1056284004.847
518525,1058457444.618
518526,1028673289.767
518527,1062153604.564
518528,1030404781.78
518529,1028231340.791
518530,1061052744.519
518531,1064034193.895
518532,1055045838.997
518533,1028052973.762
518534,1028494922.753
518535,1062124334.07
518536,1061052743.735
518537,1028524190.696
518538,1057377116.018
518539,1030875998.762
518540,1030434050.623
518541,1064484879.578
518542,1061869489.654
518543,1055833318.456
518544,1061860752.98
518545,1064484878.715
518546,1058006758.21
518547,1061682385.91
518548,1055663686.136
518549,1061222374.874
518550,1062311438.578
518551,1028682025.599
518552,1055025308.066
518553,1064505413.707
518554,1027622228.836
518555,1029775138.401
518556,1064505414.481
518557,1027592959.905
518558,1055862588.162
518559,1057377114.789
518560,1061711654.789
518561,1062124334.015
518562,1064476143.655
518563,1028494922.741
518564,1029795669.665
518565,1064034192.327
518566,1029775138.344
518567,1057397646.991
518568,1028240077.478
518569,1027622230.839
518570,1062331972.784
518571,1061052741.71
518572,1029766400.83
518573,1028082240.991
518574,1030876002.344
518575,1062331969.994
518576,1028503660.167
518577,1064034193.938
518578,1058006757.415
518579,1063425081.929
518580,1064484881.537
518581,1028082242.593
518582,1062331971.571
518583,1057377113.159
518584,1061890023.04
518585,1063395812.215
518586,1028494922.762
518587,1064063462.767
518588,1030434052.605
518589,1063404548.905
518590,1028503662.228
518591,1057377116.05
518592,1029775137.597
518593,1061890020.313
518594,1028082244.614
518595,1062153604.575
518596,1030846730.652
518597,1056275265.41
518598,1061860754.263
518599,1058015494.832
518600,1063395815.07
518601,1028052973.742
518602,1055684218.327
518603,1028702560.568
518604,1055203673.05
518605,1028240076.714
518606,1061860751.414
518607,1028494923.528
518608,1027592959.887
518609,1062153604.515
518610,1064063462.767
518611,1061711653.196
518612,1028082241.86
518613,1057368377.282
518614,1057397645.354
518615,1064505413.657
518616,1028061712.483
518617,1061251641.811
518618,1063395812.197
518619,1064505411.693
518620,1055842052.292
518621,1028052972.172
518622,1028702559.393
518623,1057368379.286
518624,1064042930.588
518625,1061231109.586
518626,1062311440.603
518627,1061044005.841
518628,1058015496.048
518629,1028082240.996
518630,1028524193.577
518631,1062302702.709
518632,1064063461.981
518633,1064034193.062
518634,1028231342.875
518635,1055224206.021
518636,1061222372.138
518637,1062124334.088
518638,1055842053.948
518639,1028524192.373
518640,1055045840.257
518641,1055203673.875
518642,1064034192.292
518643,1058477976.0
518644,1028702561.438
518645,1064063461.174
518646,1058036026.232
518647,1055862586.126
518648,1061869489.692
518649,1061691124.642
518650,1055224208.088
518651,1062311441.402
518652,1055684221.055
518653,1058457443.759
518654,1028494923.496
518655,1058448709.11
518656,1056284005.71
518657,1055654948.59
518658,1061890020.226
518659,1027443863.786
518660,1055016571.32
518661,1064034193.089
518662,1055224204.449
518663,1028494922.645
518664,1057397645.398
518665,1030434049.774
518666,1061890021.848
518667,1030876001.527
518668,1029795670.52
518669,1027601697.423
518670,1027592960.775
518671,1063404551.747
518672,1030875999.573
518673,1057368379.317
518674,1055862586.102
518675,1027601696.623
518676,1056304534.281
518677,1061869488.871
518678,1062331973.55
518679,1055194936.437
518680,1055045837.406
518681,1055025308.831
518682,1057368376.507
518683,1055684217.488
518684,1063425083.939
518685,1056126167.233
518686,1055224205.285
518687,1058477977.991
518688,1062302702.684
518689,1028673290.524
518690,1055045839.02
518691,1028503658.56
518692,1055045839.006
518693,1029766400.885
518694,1055833316.477
518695,1056284003.686
518696,1062124335.63
518697,1055663686.908
518698,1028260609.65
518699,1055663688.947
518700,1058006757.383
518701,1058006759.381
518702,1061073273.139
518703,1061682384.325
518704,1027423330.349
518705,1056126170.046
518706,1056304537.902
518707,1055025306.846
518708,1057397646.164
518709,1056275266.983
518710,1061711656.821
518711,1030404781.71
518712,1064484879.472
518713,1057368377.298
518714,1064063461.976
518715,1030855470.157
518716,1061222374.118
518717,1062311438.57
518718,1058477975.149
518719,1055045840.197
518720,1061691123.783
518721,1057397649.051
518722,1064063463.972
518723,1058477975.158
518724,1027622230.783
518725,1061860751.361
518726,1055203672.312
518727,1063395813.823
518728,1061052741.775
518729,1058006759.366
518730,1062133072.378
518731,1027414592.913
518732,1062153605.746
518733,1056284002.034
518734,1028061712.447
518735,1028524191.581
518736,1057397646.944
518737,1062153606.582
518738,1056105635.002
518739,1030434048.993
518740,1028494925.529
518741,1027622230.828
518742,1061869488.864
518743,1030413518.387
518744,1055684218.266
518745,1028682028.456
518746,1064476144.854
518747,1055045837.381
518748,1061073275.927
518749,1030855466.509
518750,1064505411.685
518751,1062124335.665
518752,1061682384.291
518753,1055194939.237
518754,1029795671.722
518755,1057397646.923
518756,1058448707.167
518757,1064505411.686
518758,1056105635.087
518759,1055684217.499
518760,1061231109.592
518761,1056284003.74
518762,1064063462.81
518763,1062302701.867
518764,1061890023.045
518765,1062311439.45
518766,1056275269.051
518767,1027443861.702
518768,1027601697.393
518769,1061860754.204
518770,1030404781.756
518771,1057368376.489
518772,1061073273.888
518773,1055663686.092
518774,1062302701.889
518775,1061711654.019
518776,1028260609.736
518777,1056126170.045
518778,1055663686.928
518779,1056284002.912
518780,1055194937.176
518781,1061044007.103
518782,1061251643.764
518783,1062153604.533
518784,1028682027.198
518785,1028494923.516
518786,1058457443.795
518787,1057377114.796
518788,1027423330.32
518789,1027423331.646
518790,1029775136.725
518791,1058457442.951
518792,1055203673.851
518793,1028702557.855
518794,1057368376.578
518795,1057397647.014
518796,1028240077.504
518797,1061222374.901
518798,1062302701.872
518799,1055045837.375
518800,1056096902.018
518801,1064476145.641
518802,1056284002.126
518803,1028082243.849
518804,1058448706.341
518805,1056126169.986
518806,1058015494.877
518807,1055862587.304
518808,1056284002.028
518809,1028494923.547
518810,1058457443.83
518811,1061044004.27
518812,1055842052.393
518813,1058036029.064
518814,1058477978.832
518815,1055862587.323
518816,1027423329.584
518817,1055663688.944
518818,1056304537.128
518819,1055842053.979
518820,1061682387.094
518821,1055224207.255
518822,1055663688.924
518823,1055663688.077
518824,1027622230.885
518825,1057368379.317
518826,1058006757.384
518827,1057368379.286
518828,1056105636.606
518829,1028702559.38
518830,1061711653.166
518831,1062302703.893
518832,1061691121.782
518833,1030846733.518
518834,1028240077.507
518835,1029766403.67
518836,1030434048.982
518837,1028682028.414
518838,1064476141.99
518839,1061711656.802
518840,1061073276.718
518841,1055045841.024
518842,1055862587.341
518843,1030404783.007
518844,1063395813.838
518845,1057377114.792
518846,1057377113.232
518847,1058036025.451
518848,1028082241.007
518849,1061860751.405
518850,1055016572.169
518851,1055045841.036
518852,1057377114.838
518853,1030434049.775
518854,1058477976.824
518855,1029795669.712
518856,1062124334.03
518857,1027622231.642
518858,1055654950.23
518859,1058006758.196
518860,1055654948.656
518861,1027414593.69
518862,1062311440.624
518863,1028240075.86
518864,1055045840.178
518865,1056304537.895
518866,1063395812.188
518867,1058457443.8
518868,1064034195.95
518869,1058015496.05
518870,1056304537.875
518871,1061073273.099
518872,1029795669.774
518873,1061682387.139
518874,1027592960.773
518875,1062124336.91
518876,1027443864.606
518877,1064063462.813
518878,1028052972.966
518879,1028082244.67
518880,1030434052.581
518881,1055025308.008
518882,1028673291.791
518883,1030846729.87
518884,1061044005.896
518885,1061231110.761
518886,1064034193.859
518887,1061691123.774
518888,1028524192.311
518889,1055684221.117
518890,1056284005.695
518891,1064476145.636
518892,1061682385.147
518893,1056096899.124
518894,1056096901.217
518895,1030413516.809
518896,1058457446.679
518897,1064063461.964
518898,1056105635.051
518899,1062124337.719
518900,1057368378.086
518901,1029795668.959
518902,1058457446.586
518903,1061052743.785
518904,1061869490.904
518905,1055842053.18
518906,1030413519.618
518907,1062302701.936
518908,1055842056.004
518909,1056275267.032
518910,1027601698.595
518911,1058477978.786
518912,1028052972.185
518913,1061691124.646
518914,1027622227.987
518915,1061691121.825
518916,1030413520.465
518917,1056105637.821
518918,1061691121.04
518919,1055224205.236
518920,1061860752.973
518921,1061711654.785
518922,1055862584.511
518923,1055684219.15
518924,1062133070.725
518925,1064484880.3
518926,1061231111.575
518927,1061860755.002
518928,1028673292.544
518929,1061682385.908
518930,1064063463.945
518931,1027601699.466
518932,1055842056.018
518933,1064505411.701
518934,1061682387.117
518935,1058477978.799
518936,1030404780.951
518937,1056304537.873
518938,1061231111.561
518939,1028052973.725
518940,1057377113.249
518941,1064505413.744
518942,1028260608.919
518943,1055842053.939
518944,1058477975.17
518945,1064034193.114
518946,1055224205.25
518947,1055842055.969
518948,1063395815.019
518949,1027423330.367
518950,1057397645.362
518951,1062331969.958
518952,1061231109.568
518953,1055045838.966
518954,1061711653.19
518955,1061052741.752
518956,1055842053.131
518957,1027414592.894
518958,1028061708.824
518959,1055842053.927
518960,1058006757.376
518961,1061691124.658
518962,1064476143.63
518963,1062153603.732
518964,1062133071.563
518965,1028503660.207
518966,1055663685.32
518967,1064034193.908
518968,1056284005.676
518969,1030855466.525
518970,1061052742.534
518971,1028524194.436
518972,1064034193.934
518973,1028682026.439
518974,1063425084.697
518975,1056096899.147
518976,1061711656.013
518977,1063425081.941
518978,1064034192.273
518979,1058457446.614
518980,1055833317.268
518981,1061073274.735
518982,1028061709.624
518983,1027592961.919
518984,1062133071.529
518985,1063404549.753
518986,1062302701.096
518987,1063404550.504
518988,1062153604.499
518989,1061073274.683
518990,1027601695.827
518991,1058036025.451
518992,1058448709.155
518993,1029775136.703
518994,1028052975.8
518995,1028673291.751
518996,1061073273.161
518997,1056275265.419
518998,1028082242.661
518999,1028682028.404
519000,1027601698.601
519001,1062133070.76
519002,1064476143.637
519003,1057397645.418
519004,1061682384.3
519005,1030855468.141
519006,1061044005.083
519007,1028673288.966
519008,1056304535.091
519009,1063425083.92
519010,1061711656.83
519011,1061691122.622
519012,1028061710.477
519013,1063425082.717
519014,1056304537.915
519015,1055025308.859
519016,1062311441.465
519017,1058036028.332
519018,1028524191.496
519019,1061691121.03
519020,1061073276.711
519021,1056096901.135
519022,1061869491.676
519023,1055045838.205
519024,1028052972.167
519025,1055025308.861
519026,1061682385.945
519027,1055025305.235
519028,1029795672.524
519029,1062124334.873
519030,1055862587.288
519031,1057397648.191
519032,1061682384.325
519033,1062133071.526
519034,1058477976.767
519035,1055663685.298
519036,1056284002.882
519037,1028702558.613
519038,1062153605.727
519039,1055203675.073
519040,1027414593.668
519041,1027592959.954
519042,1061691121.823
519043,1029766400.047
519044,1055203675.08
519045,1062153605.703
519046,1055842056.007
519047,1056126167.216
519048,1055862587.316
519049,1028231342.003
519050,1055025306.792
519051,1056284005.679
519052,1057377114.792
519053,1061711656.789
519054,1055203675.088
519055,1061044005.898
519056,1027601696.633
519057,1061251640.153
519058,1055045838.999
519059,1056096901.944
519060,1055842055.975
519061,1055684220.278
519062,1064484882.288
519063,1055842053.17
519064,1058015494.092
519065,1030434049.788
519066,1063404552.502
519067,1061860753.023
519068,1056126170.834
519069,1061222371.321
519070,1028494923.49
519071,1061073273.889
519072,1028260609.662
519073,1058457443.008
519074,1056284004.919
519075,1028260608.078
519076,1055663688.097
519077,1055016568.528
519078,1062311441.435
519079,1056105635.795
519080,1057377113.191
519081,1055684220.278
519082,1028524191.538
519083,1061860755.02
519084,1058477975.977
519085,1055833315.678
519086,1028682027.272
519087,1028061708.832
519088,1028524192.317
519089,1058448709.16
519090,1061044007.055
519091,1064063464.782
519092,1028082242.587
519093,1030434050.576
519094,1056126170.026
519095,1055663686.048
519096,1064042930.625
519097,1055203673.924
519098,1055025305.976
519099,1062124336.885
519100,1064476143.605
519101,1055862585.341
519102,1027601695.861
519103,1061231109.626
519104,1028082242.67
519105,1055663685.279
519106,1062331970.748
519107,1055684218.259
519108,1064476145.634
519109,1030846732.729
519110,1028231341.991
519111,1027414592.089
519112,1027601695.844
519113,1061052742.505
519114,1028702557.789
519115,1055203673.881
519116,1056275266.987
519117,1061251640.958
519118,1055654948.603
519119,1064484882.311
519120,1062153605.776
519121,1063395815.864
519122,1028503660.156
519123,1061052741.711
519124,1058015496.105
519125,1028082242.68
519126,1055862588.158
519127,1055025306.843
519128,1062331969.972
519129,1055194937.176
519130,1028260610.895
519131,1056126168.031
519132,1055025305.18
519133,1062153602.924
519134,1055194935.562
519135,1056284002.903
519136,1055654950.259
519137,1057368377.31
519138,1027592962.792
519139,1055833318.484
519140,1027423328.737
519141,1061231111.614
519142,1061073273.905
519143,1063395812.249
519144,1062124337.644
519145,1058015493.263
519146,1055016568.497
519147,1055684221.075
519148,1063425082.702
519149,1027414593.666
519150,1057377113.978
519151,1064505411.692
